geneid,disease_name,diseaseid,score,evidence_level
4312,"neoplasm, bladder",C0005695,0.8,
7490,lung neoplasm,C0024121,0.8,
2950,"neoplasm, bladder",C0005695,0.8,
11186,"neoplasm, bladder",C0005695,0.8,
5155,glioblastoma,C0017636,0.8,
11186,lung neoplasm,C0024121,0.8,
472,lung adenocarcinoma,C0152013,0.8,
4854,lung neoplasm,C0024121,0.8,
406991,esophageal neoplasm,C0014859,0.8,
5054,"neoplasm, bladder",C0005695,0.8,
8241,lung adenocarcinoma,C0152013,0.8,
1499,lung adenocarcinoma,C0152013,0.8,
3169,lung adenocarcinoma,C0152013,0.8,
596,colonic neoplasm,C0009375,0.8,
864,"neoplasm, bladder",C0005695,0.8,
2247,"neoplasm, bladder",C0005695,0.8,
283120,"neoplasm, bladder",C0005695,0.8,
4524,"neoplasm, bladder",C0005695,0.8,
2272,"neoplasm, bladder",C0005695,0.8,
4089,malignant gastrointestinal tract tumors,C0685938,0.8,
1508,glioblastoma,C0017636,0.8,
5347,"neoplasm, bladder",C0005695,0.8,
4318,colonic neoplasm,C0009375,0.8,
1019,lung adenocarcinoma,C0152013,0.8,
5728,esophageal neoplasm,C0014859,0.8,
5604,lung adenocarcinoma,C0152013,0.8,
3791,"neoplasm, bladder",C0005695,0.8,
4595,colonic neoplasm,C0009375,0.8,
2068,"neoplasm, bladder",C0005695,0.8,
4313,"neoplasm, bladder",C0005695,0.8,
958,b cell lymphoma,C0079731,0.8,
595,"neoplasm, bladder",C0005695,0.8,
3265,lung adenocarcinoma,C0152013,0.8,
1029,esophageal neoplasm,C0014859,0.8,
1029,lung adenocarcinoma,C0152013,0.8,
7015,lung adenocarcinoma,C0152013,0.8,
2264,lung adenocarcinoma,C0152013,0.8,
1136,lung adenocarcinoma,C0152013,0.8,
1012,lung neoplasm,C0024121,0.8,
4288,colonic neoplasm,C0009375,0.8,
2237,lung neoplasm,C0024121,0.8,
472,b cell lymphoma,C0079731,0.8,
3383,colonic neoplasm,C0009375,0.8,
2260,glioblastoma,C0017636,0.8,
2067,lung neoplasm,C0024121,0.8,
4524,lung neoplasm,C0024121,0.8,
5243,esophageal neoplasm,C0014859,0.8,
4353,lung neoplasm,C0024121,0.8,
6657,"neoplasm, bladder",C0005695,0.8,
4893,"neoplasm, rectal",C0034885,0.8,
355,lung neoplasm,C0024121,0.8,
356,lung neoplasm,C0024121,0.8,
4524,"neoplasm, rectal",C0034885,0.8,
8626,lung neoplasm,C0024121,0.8,
2952,esophageal neoplasm,C0014859,0.75,
4613,glioblastoma,C0017636,0.75,
5071,glioblastoma,C0017636,0.75,
81037,lung adenocarcinoma,C0152013,0.75,
10735,"neoplasm, bladder",C0005695,0.75,
1612,"neoplasm, bladder",C0005695,0.75,
7276,lung neoplasm,C0024121,0.75,
7508,lung neoplasm,C0024121,0.75,
1026,colonic neoplasm,C0009375,0.75,
4170,lung neoplasm,C0024121,0.75,
8842,colonic neoplasm,C0009375,0.75,
673,glioblastoma,C0017636,0.75,
5111,colonic neoplasm,C0009375,0.75,
2697,lung neoplasm,C0024121,0.75,
5747,glioblastoma,C0017636,0.75,
2065,lung adenocarcinoma,C0152013,0.75,
3091,"neoplasm, bladder",C0005695,0.75,
5894,lung neoplasm,C0024121,0.75,
27436,lung adenocarcinoma,C0152013,0.75,
324,lung neoplasm,C0024121,0.75,
2066,lung adenocarcinoma,C0152013,0.75,
27035,colonic neoplasm,C0009375,0.75,
5328,"neoplasm, bladder",C0005695,0.75,
5071,lung neoplasm,C0024121,0.75,
8626,lung adenocarcinoma,C0152013,0.75,
196,lung adenocarcinoma,C0152013,0.75,
4893,lung adenocarcinoma,C0152013,0.75,
8797,"neoplasm, bladder",C0005695,0.75,
1138,lung adenocarcinoma,C0152013,0.75,
4312,lung neoplasm,C0024121,0.75,
60,lung neoplasm,C0024121,0.75,
302,lung neoplasm,C0024121,0.75,
4843,colonic neoplasm,C0009375,0.75,
4763,glioblastoma,C0017636,0.75,
648,glioblastoma,C0017636,0.75,
3479,"neoplasm, bladder",C0005695,0.75,
1045,colonic neoplasm,C0009375,0.75,
6714,colonic neoplasm,C0009375,0.75,
3084,lung neoplasm,C0024121,0.75,
2668,glioblastoma,C0017636,0.75,
3679,colonic neoplasm,C0009375,0.75,
2065,colonic neoplasm,C0009375,0.75,
5970,colonic neoplasm,C0009375,0.75,
7077,"neoplasm, bladder",C0005695,0.75,
8678,lung neoplasm,C0024121,0.75,
6696,lung neoplasm,C0024121,0.75,
3727,lung neoplasm,C0024121,0.75,
100,lung neoplasm,C0024121,0.75,
1138,lung neoplasm,C0024121,0.75,
1019,"neoplasm, bladder",C0005695,0.75,
864,lung neoplasm,C0024121,0.75,
6241,lung adenocarcinoma,C0152013,0.75,
7270,lung adenocarcinoma,C0152013,0.75,
2952,"neoplasm, bladder",C0005695,0.75,
3091,astrocytoma,C0004114,0.75,
1612,lung neoplasm,C0024121,0.75,
2246,"neoplasm, bladder",C0005695,0.75,
4953,colonic neoplasm,C0009375,0.75,
1139,lung neoplasm,C0024121,0.75,
7298,colonic neoplasm,C0009375,0.75,
6774,colonic neoplasm,C0009375,0.75,
1432,lung neoplasm,C0024121,0.75,
2099,"neoplasm, bladder",C0005695,0.75,
1786,colonic neoplasm,C0009375,0.75,
3486,"neoplasm, bladder",C0005695,0.75,
5609,lung adenocarcinoma,C0152013,0.75,
5728,lung adenocarcinoma,C0152013,0.75,
2120,chronic myelomonocytic leukemia,C0023480,0.75,
2146,glioblastoma,C0017636,0.75,
29072,lung adenocarcinoma,C0152013,0.75,
4436,"neoplasm, bladder",C0005695,0.75,
2305,lung neoplasm,C0024121,0.75,
5740,lung neoplasm,C0024121,0.75,
1571,lung neoplasm,C0024121,0.75,
2353,lung neoplasm,C0024121,0.75,
328,"neoplasm, bladder",C0005695,0.75,
1543,esophageal neoplasm,C0014859,0.75,
7048,colonic neoplasm,C0009375,0.75,
4524,colonic neoplasm,C0009375,0.75,
3020,glioblastoma,C0017636,0.75,
2810,lung adenocarcinoma,C0152013,0.75,
7153,lung adenocarcinoma,C0152013,0.75,
4968,lung neoplasm,C0024121,0.75,
7048,lung neoplasm,C0024121,0.75,
2052,lung neoplasm,C0024121,0.75,
4436,"neoplasm, rectal",C0034885,0.75,
6774,"neoplasm, bladder",C0005695,0.75,
2354,lung neoplasm,C0024121,0.75,
472,glioblastoma,C0017636,0.75,
5468,colonic neoplasm,C0009375,0.75,
2100,"neoplasm, bladder",C0005695,0.75,
1728,"neoplasm, bladder",C0005695,0.75,
1136,lung neoplasm,C0024121,0.75,
4316,colonic neoplasm,C0009375,0.75,
4851,glioblastoma,C0017636,0.75,
1543,"neoplasm, bladder",C0005695,0.75,
4843,lung neoplasm,C0024121,0.75,
9817,lung adenocarcinoma,C0152013,0.75,
581,esophageal neoplasm,C0014859,0.75,
1544,lung neoplasm,C0024121,0.75,
4318,"neoplasm, bladder",C0005695,0.75,
217,esophageal neoplasm,C0014859,0.75,
3717,lung adenocarcinoma,C0152013,0.75,
1788,lung neoplasm,C0024121,0.75,
1026,lung neoplasm,C0024121,0.75,
9,"neoplasm, bladder",C0005695,0.75,
7515,"neoplasm, bladder",C0005695,0.75,
1440,"neoplasm, bladder",C0005695,0.75,
240,colonic neoplasm,C0009375,0.75,
7403,"neoplasm, bladder",C0005695,0.75,
6440,lung adenocarcinoma,C0152013,0.75,
8314,lung adenocarcinoma,C0152013,0.75,
2944,esophageal neoplasm,C0014859,0.75,
407035,lung neoplasm,C0024121,0.75,
7161,lung neoplasm,C0024121,0.75,
6714,"neoplasm, bladder",C0005695,0.75,
8743,colonic neoplasm,C0009375,0.75,
1027,lung neoplasm,C0024121,0.75,
1958,lung neoplasm,C0024121,0.75,
1135,lung neoplasm,C0024121,0.75,
3791,lung adenocarcinoma,C0152013,0.75,
5925,lung adenocarcinoma,C0152013,0.75,
3725,lung neoplasm,C0024121,0.75,
3481,colonic neoplasm,C0009375,0.75,
11009,lung neoplasm,C0024121,0.75,
6648,"neoplasm, bladder",C0005695,0.75,
4780,lung adenocarcinoma,C0152013,0.75,
5265,lung neoplasm,C0024121,0.75,
51176,colonic neoplasm,C0009375,0.75,
6657,lung adenocarcinoma,C0152013,0.75,
1030,"neoplasm, bladder",C0005695,0.75,
4361,colonic neoplasm,C0009375,0.75,
7042,lung adenocarcinoma,C0152013,0.75,
4072,colonic neoplasm,C0009375,0.75,
1956,gliosarcoma,C0206726,0.7,
3491,lung neoplasm,C0024121,0.7,
3791,esophageal neoplasm,C0014859,0.7,
2067,lung adenocarcinoma,C0152013,0.7,
7490,glioblastoma,C0017636,0.7,
2018,lung neoplasm,C0024121,0.7,
51738,esophageal neoplasm,C0014859,0.7,
4314,astrocytoma,C0004114,0.7,
3417,gliosarcoma,C0206726,0.7,
780,lung neoplasm,C0024121,0.7,
1806,lung neoplasm,C0024121,0.7,
5228,glioblastoma,C0017636,0.7,
6348,colonic neoplasm,C0009375,0.7,
7850,lung neoplasm,C0024121,0.7,
430,colonic neoplasm,C0009375,0.7,
1440,b cell lymphoma,C0079731,0.7,
3557,colonic neoplasm,C0009375,0.7,
3627,colonic neoplasm,C0009375,0.7,
3280,glioblastoma,C0017636,0.7,
4255,gliosarcoma,C0206726,0.7,
2260,astrocytoma,C0004114,0.7,
2932,"neoplasm, bladder",C0005695,0.7,
1030,chronic myelomonocytic leukemia,C0023480,0.7,
1026,"neoplasm, bladder",C0005695,0.7,
857,lung neoplasm,C0024121,0.7,
9429,b cell lymphoma,C0079731,0.7,
406938,lung neoplasm,C0024121,0.7,
3162,lung neoplasm,C0024121,0.7,
8743,glioblastoma,C0017636,0.7,
2876,"neoplasm, bladder",C0005695,0.7,
1143,lung neoplasm,C0024121,0.7,
7157,gliosarcoma,C0206726,0.7,
7248,astrocytoma,C0004114,0.7,
575,glioblastoma,C0017636,0.7,
8216,glioblastoma,C0017636,0.7,
4893,glioblastoma,C0017636,0.7,
2876,lung neoplasm,C0024121,0.7,
3579,"neoplasm, bladder",C0005695,0.7,
8000,"neoplasm, bladder",C0005695,0.7,
2321,lung adenocarcinoma,C0152013,0.7,
581,colonic neoplasm,C0009375,0.7,
841,lung neoplasm,C0024121,0.7,
898,"neoplasm, bladder",C0005695,0.7,
4921,lung adenocarcinoma,C0152013,0.7,
1441,chronic myelomonocytic leukemia,C0023480,0.7,
1788,chronic myelomonocytic leukemia,C0023480,0.7,
55259,lung neoplasm,C0024121,0.7,
6439,lung neoplasm,C0024121,0.7,
1806,colonic neoplasm,C0009375,0.7,
472,"neoplasm, bladder",C0005695,0.7,
8289,"neoplasm, bladder",C0005695,0.7,
1591,lung adenocarcinoma,C0152013,0.7,
3265,glioblastoma,C0017636,0.7,
81037,lung neoplasm,C0024121,0.7,
7403,chronic myelomonocytic leukemia,C0023480,0.7,
842,"neoplasm, bladder",C0005695,0.7,
5783,lung adenocarcinoma,C0152013,0.7,
4318,astrocytoma,C0004114,0.7,
1636,lung neoplasm,C0024121,0.7,
406937,"neoplasm, bladder",C0005695,0.7,
4893,b cell lymphoma,C0079731,0.65,
6648,esophageal neoplasm,C0014859,0.65,
219,colonic neoplasm,C0009375,0.65,
54739,colonic neoplasm,C0009375,0.65,
4057,colonic neoplasm,C0009375,0.65,
7052,glioblastoma,C0017636,0.65,
6659,"neoplasm, bladder",C0005695,0.65,
7078,"neoplasm, bladder",C0005695,0.65,
7097,"neoplasm, bladder",C0005695,0.65,
84171,"neoplasm, bladder",C0005695,0.65,
5915,lung adenocarcinoma,C0152013,0.65,
213,lung adenocarcinoma,C0152013,0.65,
3557,"neoplasm, bladder",C0005695,0.65,
5473,lung neoplasm,C0024121,0.65,
2,lung neoplasm,C0024121,0.65,
407029,lung neoplasm,C0024121,0.65,
4319,lung neoplasm,C0024121,0.65,
7249,lung neoplasm,C0024121,0.65,
9588,lung neoplasm,C0024121,0.65,
5268,colonic neoplasm,C0009375,0.65,
2821,lung adenocarcinoma,C0152013,0.65,
6654,lung adenocarcinoma,C0152013,0.65,
5447,"neoplasm, bladder",C0005695,0.65,
2729,lung neoplasm,C0024121,0.65,
11063,lung neoplasm,C0024121,0.65,
4361,"neoplasm, bladder",C0005695,0.65,
6580,colonic neoplasm,C0009375,0.65,
3662,lung neoplasm,C0024121,0.65,
983,"neoplasm, bladder",C0005695,0.65,
2641,colonic neoplasm,C0009375,0.65,
2950,astrocytoma,C0004114,0.65,
3456,"neoplasm, bladder",C0005695,0.65,
4504,"neoplasm, bladder",C0005695,0.65,
6648,lung adenocarcinoma,C0152013,0.65,
10863,lung adenocarcinoma,C0152013,0.65,
682,esophageal neoplasm,C0014859,0.65,
84700,lung neoplasm,C0024121,0.65,
2878,lung neoplasm,C0024121,0.65,
335,lung neoplasm,C0024121,0.65,
4082,lung neoplasm,C0024121,0.65,
1796,lung neoplasm,C0024121,0.65,
2355,lung neoplasm,C0024121,0.65,
8140,lung neoplasm,C0024121,0.65,
6662,lung neoplasm,C0024121,0.65,
5295,glioblastoma,C0017636,0.65,
23512,glioblastoma,C0017636,0.65,
2705,lung neoplasm,C0024121,0.65,
5371,glioblastoma,C0017636,0.65,
5781,lung adenocarcinoma,C0152013,0.65,
2520,lung neoplasm,C0024121,0.65,
11200,colonic neoplasm,C0009375,0.65,
6280,colonic neoplasm,C0009375,0.65,
688,"neoplasm, bladder",C0005695,0.65,
160728,colonic neoplasm,C0009375,0.65,
2323,glioblastoma,C0017636,0.65,
64151,lung adenocarcinoma,C0152013,0.65,
4255,"neoplasm, bladder",C0005695,0.65,
4436,lung adenocarcinoma,C0152013,0.65,
545,lung adenocarcinoma,C0152013,0.65,
55294,lung adenocarcinoma,C0152013,0.65,
8085,"neoplasm, bladder",C0005695,0.65,
1012,"neoplasm, bladder",C0005695,0.65,
11200,"neoplasm, bladder",C0005695,0.65,
7984,lung neoplasm,C0024121,0.65,
79930,lung neoplasm,C0024121,0.65,
1890,colonic neoplasm,C0009375,0.65,
2309,lung adenocarcinoma,C0152013,0.65,
4436,glioblastoma,C0017636,0.65,
1432,lung adenocarcinoma,C0152013,0.65,
55840,b cell lymphoma,C0079731,0.65,
3315,colonic neoplasm,C0009375,0.65,
1326,lung neoplasm,C0024121,0.65,
672,"neoplasm, bladder",C0005695,0.65,
4878,lung neoplasm,C0024121,0.65,
1890,"neoplasm, bladder",C0005695,0.65,
3158,colonic neoplasm,C0009375,0.65,
5052,lung neoplasm,C0024121,0.65,
4297,leukemia acute undifferentiated,C0280141,0.65,
2348,colonic neoplasm,C0009375,0.65,
11156,colonic neoplasm,C0009375,0.65,
1230,colonic neoplasm,C0009375,0.65,
1356,colonic neoplasm,C0009375,0.65,
5787,glioblastoma,C0017636,0.65,
2195,glioblastoma,C0017636,0.65,
5781,astrocytoma,C0004114,0.65,
4361,lung adenocarcinoma,C0152013,0.65,
3488,"neoplasm, bladder",C0005695,0.65,
360,"neoplasm, bladder",C0005695,0.65,
4548,"neoplasm, bladder",C0005695,0.65,
2042,lung adenocarcinoma,C0152013,0.65,
1030,lung adenocarcinoma,C0152013,0.65,
10979,"neoplasm, bladder",C0005695,0.65,
23671,"neoplasm, bladder",C0005695,0.65,
7515,lung adenocarcinoma,C0152013,0.65,
7046,"neoplasm, bladder",C0005695,0.65,
10863,lung neoplasm,C0024121,0.65,
8314,lung neoplasm,C0024121,0.65,
345,lung neoplasm,C0024121,0.65,
1490,lung neoplasm,C0024121,0.65,
2074,lung neoplasm,C0024121,0.65,
25898,lung neoplasm,C0024121,0.65,
23476,colonic neoplasm,C0009375,0.65,
27250,lung neoplasm,C0024121,0.65,
5291,glioblastoma,C0017636,0.65,
84864,lung neoplasm,C0024121,0.65,
4853,glioblastoma,C0017636,0.65,
6513,colonic neoplasm,C0009375,0.65,
6776,lung neoplasm,C0024121,0.65,
4170,lung adenocarcinoma,C0152013,0.65,
10919,lung neoplasm,C0024121,0.65,
5747,melanoma metastatic,C0278883,0.65,
50507,colonic neoplasm,C0009375,0.65,
356,"neoplasm, bladder",C0005695,0.65,
6678,colonic neoplasm,C0009375,0.65,
8743,lung adenocarcinoma,C0152013,0.65,
6817,"neoplasm, bladder",C0005695,0.65,
7498,"neoplasm, bladder",C0005695,0.65,
7167,lung adenocarcinoma,C0152013,0.65,
4915,lung adenocarcinoma,C0152013,0.65,
8651,"neoplasm, bladder",C0005695,0.65,
4519,"neoplasm, bladder",C0005695,0.65,
2044,lung adenocarcinoma,C0152013,0.65,
23476,glioblastoma,C0017636,0.65,
1755,glioblastoma,C0017636,0.65,
861,glioblastoma,C0017636,0.65,
182,lung neoplasm,C0024121,0.65,
1948,lung neoplasm,C0024121,0.65,
2254,lung neoplasm,C0024121,0.65,
6786,lung neoplasm,C0024121,0.65,
10253,lung neoplasm,C0024121,0.65,
11274,lung neoplasm,C0024121,0.65,
2146,chronic myelomonocytic leukemia,C0023480,0.65,
29108,lung neoplasm,C0024121,0.65,
2122,colonic neoplasm,C0009375,0.65,
79366,"neoplasm, bladder",C0005695,0.65,
9759,"neoplasm, bladder",C0005695,0.65,
407007,lung neoplasm,C0024121,0.65,
348,lung neoplasm,C0024121,0.65,
3718,b cell lymphoma,C0079731,0.65,
7157,"neoplasm, urologic",C0042076,0.6,
5770,b cell lymphoma,C0079731,0.6,
1588,esophageal neoplasm,C0014859,0.6,
1630,esophageal neoplasm,C0014859,0.6,
2810,esophageal neoplasm,C0014859,0.6,
331,esophageal neoplasm,C0014859,0.6,
406937,esophageal neoplasm,C0014859,0.6,
4323,esophageal neoplasm,C0014859,0.6,
56475,esophageal neoplasm,C0014859,0.6,
6591,esophageal neoplasm,C0014859,0.6,
7345,esophageal neoplasm,C0014859,0.6,
7158,colonic neoplasm,C0009375,0.6,
894,colonic neoplasm,C0009375,0.6,
28234,colonic neoplasm,C0009375,0.6,
26136,glioblastoma,C0017636,0.6,
1513,glioblastoma,C0017636,0.6,
1848,glioblastoma,C0017636,0.6,
4233,astrocytoma,C0004114,0.6,
10360,lung adenocarcinoma,C0152013,0.6,
5646,"neoplasm, bladder",C0005695,0.6,
58508,"neoplasm, bladder",C0005695,0.6,
688,lung adenocarcinoma,C0152013,0.6,
25865,lung adenocarcinoma,C0152013,0.6,
2597,lung adenocarcinoma,C0152013,0.6,
328,lung adenocarcinoma,C0152013,0.6,
361,lung adenocarcinoma,C0152013,0.6,
2954,"neoplasm, bladder",C0005695,0.6,
3205,"neoplasm, bladder",C0005695,0.6,
4016,"neoplasm, bladder",C0005695,0.6,
407006,"neoplasm, bladder",C0005695,0.6,
407018,"neoplasm, bladder",C0005695,0.6,
407050,"neoplasm, bladder",C0005695,0.6,
1580,"neoplasm, bladder",C0005695,0.6,
3921,lung adenocarcinoma,C0152013,0.6,
4089,lung adenocarcinoma,C0152013,0.6,
51602,lung adenocarcinoma,C0152013,0.6,
5530,lung adenocarcinoma,C0152013,0.6,
5591,lung adenocarcinoma,C0152013,0.6,
4800,lung neoplasm,C0024121,0.6,
4853,lung neoplasm,C0024121,0.6,
51750,lung neoplasm,C0024121,0.6,
5444,lung neoplasm,C0024121,0.6,
7367,lung neoplasm,C0024121,0.6,
7428,lung neoplasm,C0024121,0.6,
3399,lung neoplasm,C0024121,0.6,
578,colonic neoplasm,C0009375,0.6,
7001,esophageal neoplasm,C0014859,0.6,
387,lung adenocarcinoma,C0152013,0.6,
407042,lung neoplasm,C0024121,0.6,
8797,colonic neoplasm,C0009375,0.6,
5743,b cell lymphoma,C0079731,0.6,
7099,lung neoplasm,C0024121,0.6,
1755,colonic neoplasm,C0009375,0.6,
6364,colonic neoplasm,C0009375,0.6,
3303,"neoplasm, bladder",C0005695,0.6,
7158,glioblastoma,C0017636,0.6,
5423,colonic neoplasm,C0009375,0.6,
11197,"neoplasm, bladder",C0005695,0.6,
4968,lung adenocarcinoma,C0152013,0.6,
1592,colonic neoplasm,C0009375,0.6,
2255,lung adenocarcinoma,C0152013,0.6,
301,lung adenocarcinoma,C0152013,0.6,
3417,lung adenocarcinoma,C0152013,0.6,
330,"neoplasm, bladder",C0005695,0.6,
387,"neoplasm, bladder",C0005695,0.6,
406921,"neoplasm, bladder",C0005695,0.6,
4437,lung adenocarcinoma,C0152013,0.6,
4691,lung adenocarcinoma,C0152013,0.6,
58508,lung adenocarcinoma,C0152013,0.6,
5984,lung adenocarcinoma,C0152013,0.6,
6470,lung adenocarcinoma,C0152013,0.6,
6565,lung adenocarcinoma,C0152013,0.6,
1788,lung adenocarcinoma,C0152013,0.6,
1021,melanoma metastatic,C0278883,0.6,
864,esophageal neoplasm,C0014859,0.6,
1012,esophageal neoplasm,C0014859,0.6,
131,esophageal neoplasm,C0014859,0.6,
2023,esophageal neoplasm,C0014859,0.6,
9547,lung neoplasm,C0024121,0.6,
634,lung neoplasm,C0024121,0.6,
7037,lung neoplasm,C0024121,0.6,
406968,lung neoplasm,C0024121,0.6,
574434,lung neoplasm,C0024121,0.6,
2627,lung neoplasm,C0024121,0.6,
1028,lung neoplasm,C0024121,0.6,
8678,colonic neoplasm,C0009375,0.6,
9611,glioblastoma,C0017636,0.6,
4854,glioblastoma,C0017636,0.6,
2952,glioblastoma,C0017636,0.6,
10397,glioblastoma,C0017636,0.6,
3484,colonic neoplasm,C0009375,0.6,
10713,colonic neoplasm,C0009375,0.6,
1788,glioblastoma,C0017636,0.6,
6520,lung neoplasm,C0024121,0.6,
406902,lung neoplasm,C0024121,0.6,
894,lung adenocarcinoma,C0152013,0.6,
3717,"neoplasm, bladder",C0005695,0.6,
26524,lung adenocarcinoma,C0152013,0.6,
3280,colonic neoplasm,C0009375,0.6,
3082,astrocytoma,C0004114,0.6,
55294,glioblastoma,C0017636,0.6,
2778,lung adenocarcinoma,C0152013,0.6,
8434,colonic neoplasm,C0009375,0.6,
2324,melanoma metastatic,C0278883,0.6,
23462,glioblastoma,C0017636,0.6,
5426,glioblastoma,C0017636,0.6,
4915,astrocytoma,C0004114,0.6,
64841,lung adenocarcinoma,C0152013,0.6,
7273,lung adenocarcinoma,C0152013,0.6,
7307,lung adenocarcinoma,C0152013,0.6,
3838,lung adenocarcinoma,C0152013,0.6,
4001,lung adenocarcinoma,C0152013,0.6,
847,"neoplasm, bladder",C0005695,0.6,
2956,lung adenocarcinoma,C0152013,0.6,
29968,lung adenocarcinoma,C0152013,0.6,
324,lung adenocarcinoma,C0152013,0.6,
10460,"neoplasm, bladder",C0005695,0.6,
23600,"neoplasm, bladder",C0005695,0.6,
57412,lung neoplasm,C0024121,0.6,
442915,lung neoplasm,C0024121,0.6,
324,"neoplasm, rectal",C0034885,0.6,
153090,lung neoplasm,C0024121,0.6,
9113,lung adenocarcinoma,C0152013,0.6,
2099,astrocytoma,C0004114,0.6,
7248,"neoplasm, bladder",C0005695,0.6,
5292,glioblastoma,C0017636,0.6,
6275,colonic neoplasm,C0009375,0.6,
3757,colonic neoplasm,C0009375,0.6,
367,lung neoplasm,C0024121,0.6,
5423,"neoplasm, bladder",C0005695,0.6,
51426,glioblastoma,C0017636,0.6,
6046,glioblastoma,C0017636,0.6,
1440,esophageal neoplasm,C0014859,0.6,
2033,"neoplasm, bladder",C0005695,0.6,
6648,colonic neoplasm,C0009375,0.6,
2194,lung adenocarcinoma,C0152013,0.6,
928,glioblastoma,C0017636,0.6,
57447,colonic neoplasm,C0009375,0.6,
324,glioblastoma,C0017636,0.6,
4916,lung adenocarcinoma,C0152013,0.6,
2043,melanoma metastatic,C0278883,0.6,
406985,esophageal neoplasm,C0014859,0.6,
10000,glioblastoma,C0017636,0.6,
8314,colonic neoplasm,C0009375,0.6,
5071,colonic neoplasm,C0009375,0.6,
3014,glioblastoma,C0017636,0.6,
26524,astrocytoma,C0004114,0.6,
2944,astrocytoma,C0004114,0.6,
4000,lung adenocarcinoma,C0152013,0.6,
4869,lung adenocarcinoma,C0152013,0.6,
406892,"neoplasm, bladder",C0005695,0.6,
4353,"neoplasm, bladder",C0005695,0.6,
2023,lung adenocarcinoma,C0152013,0.6,
2909,lung adenocarcinoma,C0152013,0.6,
1553,lung adenocarcinoma,C0152013,0.6,
1387,"neoplasm, bladder",C0005695,0.6,
7083,lung adenocarcinoma,C0152013,0.6,
7099,lung adenocarcinoma,C0152013,0.6,
8408,lung adenocarcinoma,C0152013,0.6,
574452,"neoplasm, bladder",C0005695,0.6,
5874,"neoplasm, bladder",C0005695,0.6,
7037,"neoplasm, bladder",C0005695,0.6,
7364,"neoplasm, bladder",C0005695,0.6,
8314,"neoplasm, bladder",C0005695,0.6,
1108,lung neoplasm,C0024121,0.6,
5519,lung neoplasm,C0024121,0.6,
5757,lung neoplasm,C0024121,0.6,
5893,lung neoplasm,C0024121,0.6,
79365,lung neoplasm,C0024121,0.6,
407041,lung neoplasm,C0024121,0.6,
2202,lung neoplasm,C0024121,0.6,
4792,glioblastoma,C0017636,0.6,
7520,lung adenocarcinoma,C0152013,0.6,
4194,glioblastoma,C0017636,0.6,
2475,melanoma metastatic,C0278883,0.6,
10961,lung adenocarcinoma,C0152013,0.6,
3939,lung adenocarcinoma,C0152013,0.6,
3726,lung neoplasm,C0024121,0.6,
51592,lung adenocarcinoma,C0152013,0.6,
7490,colonic neoplasm,C0009375,0.6,
23028,colonic neoplasm,C0009375,0.6,
407008,colonic neoplasm,C0009375,0.6,
4171,colonic neoplasm,C0009375,0.6,
5608,colonic neoplasm,C0009375,0.6,
57412,"neoplasm, bladder",C0005695,0.6,
5873,"neoplasm, bladder",C0005695,0.6,
4292,lung adenocarcinoma,C0152013,0.6,
51280,lung adenocarcinoma,C0152013,0.6,
5308,lung adenocarcinoma,C0152013,0.6,
53353,lung adenocarcinoma,C0152013,0.6,
9611,"neoplasm, bladder",C0005695,0.6,
2735,"neoplasm, bladder",C0005695,0.6,
3149,"neoplasm, bladder",C0005695,0.6,
406962,"neoplasm, bladder",C0005695,0.6,
407055,"neoplasm, bladder",C0005695,0.6,
119391,"neoplasm, bladder",C0005695,0.6,
2052,"neoplasm, bladder",C0005695,0.6,
28969,lung adenocarcinoma,C0152013,0.6,
3099,lung adenocarcinoma,C0152013,0.6,
3178,lung adenocarcinoma,C0152013,0.6,
3958,esophageal neoplasm,C0014859,0.6,
4843,esophageal neoplasm,C0014859,0.6,
7517,esophageal neoplasm,C0014859,0.6,
182,glioblastoma,C0017636,0.6,
864,glioblastoma,C0017636,0.6,
3659,lung neoplasm,C0024121,0.6,
563,lung neoplasm,C0024121,0.6,
6091,lung neoplasm,C0024121,0.6,
1363,lung neoplasm,C0024121,0.6,
1027,"neoplasm, rectal",C0034885,0.6,
6414,lung neoplasm,C0024121,0.6,
407054,colonic neoplasm,C0009375,0.6,
407054,lung neoplasm,C0024121,0.6,
2100,astrocytoma,C0004114,0.6,
841,esophageal neoplasm,C0014859,0.6,
94081,lung adenocarcinoma,C0152013,0.6,
3978,"neoplasm, bladder",C0005695,0.6,
369,lung adenocarcinoma,C0152013,0.6,
72,colonic neoplasm,C0009375,0.6,
114548,lung adenocarcinoma,C0152013,0.6,
4904,colonic neoplasm,C0009375,0.6,
4851,astrocytoma,C0004114,0.6,
6876,colonic neoplasm,C0009375,0.6,
6934,colonic neoplasm,C0009375,0.6,
6647,"neoplasm, bladder",C0005695,0.6,
811,lung adenocarcinoma,C0152013,0.6,
267,"neoplasm, bladder",C0005695,0.6,
6125,glioblastoma,C0017636,0.6,
84557,glioblastoma,C0017636,0.6,
5727,lung adenocarcinoma,C0152013,0.6,
2153,colonic neoplasm,C0009375,0.6,
11178,esophageal neoplasm,C0014859,0.6,
7048,esophageal neoplasm,C0014859,0.6,
57670,astrocytoma,C0004114,0.6,
409,glioblastoma,C0017636,0.55,
7515,glioblastoma,C0017636,0.55,
11200,astrocytoma,C0004114,0.55,
8312,"neoplasm, bladder",C0005695,0.55,
8405,lung adenocarcinoma,C0152013,0.55,
